Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
54.0,Female,56.6,1.67,199.0,123.0,60.0,1.09,962.0,Strength,25.0,3.1,5.0,2.0,20.294739861594177
30.0,Female,40.0,1.83,188.0,137.0,71.0,1.47,1783.0,nan,26.9,3.6,5.0,3.0,11.944220490310247
21.0,nan,105.4,1.77,188.0,169.0,72.0,1.45,999.0,Strength,22.5,3.7,3.0,3.0,33.64295062083054
34.0,Male,63.8,1.8,192.0,129.0,54.0,1.92,1229.0,Cardio,13.8,3.1,4.0,2.0,19.69135802469136
42.0,Female,58.4,1.7,164.0,156.0,50.0,1.43,1427.0,Strength,23.6,2.5,3.0,1.0,20.207612456747405
43.0,Female,43.9,1.82,173.0,164.0,72.0,1.61,567.0,HIIT,16.3,3.2,3.0,1.0,13.25323028619732
24.0,Male,46.0,1.71,181.0,126.0,59.0,1.18,1725.0,Strength,26.1,1.5,2.0,1.0,15.44
37.0,Female,58.0,1.89,181.0,163.0,72.0,1.39,1156.0,Yoga,26.0,3.4,5.0,2.0,16.23694745387867
55.0,Female,91.1,1.85,190.0,149.0,74.0,1.49,649.0,Strength,31.8,3.0,3.0,1.0,26.61796932067202
43.0,Female,40.0,1.55,172.0,159.0,59.0,1.28,1480.0,Yoga,19.9,3.0,3.0,3.0,16.649323621227886
59.0,Male,40.0,1.73,185.0,132.0,50.0,1.32,1266.0,HIIT,22.7,2.3,4.0,3.0,13.364963747535834
49.0,Female,40.0,1.89,192.0,168.0,50.0,1.51,837.0,Strength,29.4,3.5,3.0,1.0,11.197894795778394
27.0,Female,96.8,1.73,174.0,136.0,71.0,1.91,887.0,Strength,31.7,2.6,3.0,2.0,32.34321226903672
18.0,Male,80.5,1.73,196.0,159.0,55.0,2.0,816.0,Yoga,25.2,2.3,2.0,1.0,26.896989541915868
36.0,Male,69.0,1.76,191.0,153.0,73.0,1.01,1276.0,nan,16.7,2.9,4.0,1.0,22.27530991735537
20.0,Male,43.5,1.52,189.0,146.0,63.0,2.0,1213.0,Strength,24.3,2.5,4.0,2.0,18.827908587257618
55.0,Male,54.2,1.62,197.0,127.0,56.0,1.18,335.0,Strength,28.3,2.4,2.0,1.0,20.94
34.0,Male,59.8,1.77,186.0,151.0,55.0,0.97,792.0,Yoga,23.0,2.1,3.0,2.0,19.087746177662865
18.0,Female,52.2,1.75,171.0,165.0,72.0,1.45,570.0,Strength,26.1,3.4,4.0,1.0,17.044897959183675
40.0,Male,45.4,1.84,167.0,156.0,50.0,1.13,771.0,Cardio,11.5,3.5,4.0,2.0,13.409735349716446
28.0,Female,62.1,1.68,191.0,130.0,74.0,0.85,1098.0,Strength,13.9,2.8,4.0,2.0,22.002551020408166
26.0,Male,72.8,1.57,196.0,138.0,61.0,1.04,1382.0,Strength,29.8,3.4,2.0,3.0,29.53466672075946
27.0,Female,73.5,1.92,168.0,155.0,50.0,1.18,1048.0,Strength,14.2,3.4,5.0,2.0,19.938151041666668
22.0,Male,78.4,1.66,182.0,168.0,70.0,1.67,495.0,Strength,10.0,2.5,3.0,2.0,28.451154013644945
51.0,Female,87.1,1.77,185.0,126.0,60.0,1.46,990.0,Cardio,21.1,3.4,2.0,1.0,27.801717258769827
45.0,Male,76.3,1.67,177.0,168.0,50.0,1.41,1013.0,Cardio,11.6,3.1,3.0,3.0,27.358456739216177
33.0,Female,75.5,1.85,181.0,147.0,59.0,1.22,1267.0,HIIT,21.8,2.8,3.0,2.0,22.059897735573408
44.0,Female,49.3,1.55,193.0,168.0,72.0,1.48,918.0,Cardio,21.5,3.6,5.0,1.0,20.520291363163366
56.0,Female,92.0,1.86,184.0,167.0,71.0,1.56,999.0,Cardio,24.2,2.1,5.0,3.0,26.59266967279454
35.0,Male,44.0,1.59,168.0,144.0,54.0,1.39,1040.0,nan,29.0,3.4,2.0,2.0,17.404374826945133
46.0,Male,92.6,1.76,197.0,144.0,74.0,0.96,1291.0,HIIT,13.8,3.3,2.0,2.0,29.894111570247933
59.0,nan,50.2,1.6,174.0,169.0,55.0,1.33,1030.0,Strength,24.3,1.5,4.0,2.0,19.609375
23.0,Male,83.0,1.74,160.0,120.0,72.0,1.35,1628.0,Yoga,21.0,3.3,5.0,2.0,27.414453692693883
21.0,Female,78.5,1.8,179.0,169.0,59.0,1.64,683.0,Yoga,23.9,2.7,4.0,1.0,24.228395061728392
56.0,Female,56.2,1.69,198.0,155.0,74.0,1.64,1486.0,Cardio,24.4,1.8,2.0,1.0,19.6771821714926
58.0,Male,87.4,1.64,188.0,148.0,57.0,0.56,1249.0,Strength,10.0,3.5,3.0,3.0,32.495538370017854
26.0,Male,92.2,1.59,176.0,143.0,55.0,1.57,1050.0,Strength,24.5,2.4,4.0,2.0,36.47007634191685
18.0,Male,83.1,1.94,188.0,153.0,56.0,1.41,1180.0,Yoga,24.4,3.3,3.0,2.0,22.07992347752152
36.0,Female,47.1,1.72,194.0,145.0,50.0,1.37,843.0,Strength,21.8,1.9,3.0,1.0,15.92076798269335
18.0,Male,53.1,1.7,181.0,169.0,73.0,1.01,1740.0,Strength,23.8,2.3,4.0,1.0,18.69
53.0,Female,76.2,1.67,185.0,142.0,68.0,1.55,804.0,HIIT,25.5,3.4,3.0,1.0,27.322600308365303
46.0,Female,48.4,1.82,163.0,163.0,68.0,1.51,1221.0,HIIT,19.2,3.7,5.0,2.0,14.611761864509116
24.0,Female,47.3,1.92,189.0,155.0,74.0,1.4,505.0,HIIT,29.5,3.4,5.0,2.0,12.34
46.0,Male,91.8,1.73,191.0,152.0,71.0,1.32,927.0,Cardio,26.8,1.8,3.0,1.0,30.672591800594734
31.0,Female,71.4,1.68,180.0,143.0,68.0,1.37,606.0,Yoga,23.8,3.2,2.0,2.0,25.29761904761905
24.0,Male,103.6,1.88,175.0,154.0,60.0,1.55,436.0,Yoga,20.9,3.2,3.0,1.0,29.31190583974649
35.0,Female,81.0,1.78,196.0,151.0,67.0,2.0,1246.0,HIIT,10.0,3.3,3.0,1.0,25.5649539199596
55.0,Female,94.9,1.52,196.0,120.0,73.0,2.0,1309.0,HIIT,27.9,1.5,2.0,2.0,41.07513850415513
21.0,Female,80.0,1.67,167.0,169.0,57.0,0.94,899.0,\nStrength,29.8,3.1,3.0,2.0,28.685144680698485
29.0,Female,40.0,1.77,191.0,169.0,58.0,1.2,613.0,Strength,22.2,2.2,4.0,2.0,12.767723195761114
35.0,Male,69.5,1.68,172.0,155.0,59.0,1.78,1350.0,HIIT,23.6,1.6,3.0,2.0,24.624433106575967
37.0,Male,48.3,1.81,167.0,134.0,69.0,1.97,1276.0,Yoga,26.1,1.8,3.0,2.0,14.743139708800095
18.0,Male,44.8,1.67,193.0,137.0,61.0,1.3,719.0,Yoga,21.6,2.3,4.0,1.0,16.06368102119115
54.0,Male,68.9,1.78,187.0,155.0,60.0,1.42,913.0,nan,30.7,3.4,3.0,1.0,21.745991667718723
44.0,Female,63.6,1.77,161.0,169.0,50.0,1.57,1283.0,Cardio,17.8,2.1,3.0,2.0,20.300679881260173
27.0,Female,40.0,1.72,178.0,132.0,72.0,0.83,857.0,Cardio,27.3,3.2,4.0,2.0,13.520822065981614
35.0,Female,66.7,1.72,171.0,153.0,65.0,1.15,776.0,HIIT,18.7,2.5,4.0,1.0,22.98
44.0,Male,47.3,1.72,198.0,164.0,70.0,1.46,1103.0,Strength,26.7,1.5,4.0,2.0,15.988372093023257
39.0,Female,70.3,1.74,170.0,152.0,59.0,2.0,864.0,Cardio,20.4,1.5,3.0,2.0,23.219711983088917
49.0,Female,74.7,1.81,176.0,132.0,65.0,1.81,758.0,Yoga,23.9,1.7,3.0,2.0,22.80150178565978
26.0,Male,57.8,1.61,162.0,135.0,65.0,1.91,684.0,Yoga,18.2,3.7,3.0,1.0,22.298522433548086
18.0,Male,40.0,1.72,193.0,138.0,74.0,1.41,726.0,Yoga,28.0,3.7,2.0,3.0,13.520822065981614
33.0,Male,79.8,1.53,172.0,148.0,72.0,1.98,1132.0,Yoga,14.7,1.7,3.0,2.0,34.08945277457388
18.0,nan,75.8,1.99,191.0,167.0,71.0,1.53,850.0,HIIT,10.0,3.5,4.0,1.0,19.140930784576145
47.0,Female,74.7,1.77,195.0,130.0,68.0,1.93,1056.0,HIIT,22.1,3.4,4.0,2.0,24.44
40.0,Female,83.6,1.84,175.0,137.0,65.0,1.46,1481.0,Cardio,23.0,2.5,5.0,1.0,24.69281663516068
38.0,Male,101.8,1.51,163.0,169.0,72.0,1.42,1384.0,Strength,25.6,3.3,4.0,1.0,44.64716459804394
25.0,Female,56.8,1.73,191.0,150.0,61.0,2.0,1183.0,Strength,24.3,1.7,3.0,1.0,19.28
42.0,Female,86.7,1.7,196.0,135.0,68.0,1.22,923.0,Strength,27.2,3.2,3.0,2.0,30.000000000000004
18.0,Male,40.9,1.87,160.0,140.0,50.0,1.28,1261.0,HIIT,17.1,2.1,4.0,2.0,11.69607366524636
28.0,Male,87.3,1.51,190.0,168.0,56.0,2.0,1306.0,Yoga,32.0,2.3,4.0,2.0,38.28779439498268
26.0,Male,89.2,1.81,161.0,169.0,61.0,1.34,820.0,Strength,23.5,2.6,4.0,1.0,27.63
23.0,Male,75.9,1.81,196.0,125.0,55.0,1.4,1177.0,HIIT,30.0,2.8,3.0,2.0,23.167790970971584
30.0,Male,100.1,1.76,170.0,160.0,55.0,1.43,1694.0,HIIT,25.9,1.8,3.0,2.0,32.31534090909091
18.0,Female,80.8,1.85,188.0,141.0,74.0,1.19,838.0,Yoga,12.1,3.5,2.0,1.0,23.608473338203066
58.0,Female,68.6,1.72,164.0,155.0,72.0,1.23,797.0,Yoga,27.2,2.5,2.0,1.0,23.188209843158464
46.0,Female,45.7,1.96,168.0,137.0,64.0,1.38,1303.0,Strength,29.8,3.3,2.0,2.0,11.896084964598083
19.0,Female,55.2,1.71,172.0,136.0,74.0,1.93,670.0,Yoga,10.0,3.1,4.0,1.0,18.877603365137997
31.0,Female,91.7,1.74,172.0,166.0,56.0,1.28,892.0,Yoga,19.8,3.1,4.0,3.0,30.28801691108469
47.0,Male,78.7,1.69,170.0,144.0,57.0,1.0,845.0,Yoga,24.5,1.9,4.0,1.0,27.555057596022557
28.0,Female,40.0,1.57,165.0,169.0,68.0,1.04,669.0,Cardio,30.2,2.6,2.0,2.0,16.227838857560144
22.0,Male,47.1,1.87,165.0,132.0,68.0,0.72,674.0,Strength,31.7,3.2,2.0,2.0,13.469072607166346
23.0,Male,85.1,1.79,194.0,138.0,55.0,1.16,829.0,Strength,23.7,2.6,4.0,2.0,26.55972035829094
48.0,Female,87.9,1.5,180.0,164.0,68.0,1.41,974.0,Yoga,22.1,2.6,4.0,1.0,39.06666666666667
24.0,Female,74.2,1.58,177.0,140.0,71.0,1.28,780.0,Strength,23.6,1.9,4.0,2.0,29.722800833199805
33.0,Male,65.3,1.8,160.0,155.0,74.0,1.26,906.0,Yoga,23.9,3.2,4.0,1.0,20.15432098765432
22.0,Male,49.6,1.87,190.0,137.0,54.0,1.6,1326.0,HIIT,30.5,1.9,5.0,1.0,14.25
18.0,Male,63.9,1.86,161.0,147.0,51.0,1.83,1178.0,Strength,24.0,3.3,2.0,1.0,18.47034339229969
43.0,Male,75.0,1.8,170.0,141.0,61.0,1.09,790.0,Yoga,32.8,2.4,3.0,2.0,23.148148148148145
54.0,Male,69.8,1.75,170.0,131.0,72.0,1.29,954.0,Strength,32.0,3.2,2.0,1.0,22.79183673469388
42.0,Female,40.5,1.64,196.0,137.0,59.0,1.12,1150.0,Yoga,13.4,3.7,5.0,2.0,15.058001189767998
18.0,Female,43.8,1.96,193.0,142.0,50.0,1.03,1590.0,Strength,29.7,3.6,2.0,3.0,11.401499375260308
24.0,Female,45.7,1.63,199.0,144.0,71.0,0.94,1137.0,Yoga,19.6,1.8,2.0,3.0,17.200496819601796
43.0,Male,40.0,1.73,161.0,146.0,69.0,1.37,1359.0,Cardio,21.3,2.5,2.0,3.0,12.61
25.0,Male,40.8,1.69,194.0,145.0,54.0,1.65,1353.0,HIIT,24.4,2.5,4.0,1.0,14.28521410314765
59.0,Male,82.0,1.51,185.0,121.0,70.0,1.82,625.0,Strength,28.5,2.2,4.0,3.0,35.963334941449936
29.0,Female,60.9,1.92,192.0,151.0,67.0,1.5,1407.0,Cardio,18.0,3.5,5.0,1.0,16.520182291666668
27.0,Male,55.0,1.68,169.0,136.0,64.0,1.07,1389.0,Cardio,24.6,2.1,4.0,2.0,18.54
23.0,Female,59.0,1.62,193.0,162.0,56.0,1.37,670.0,Cardio,17.6,1.6,5.0,1.0,22.4813290656912
34.0,Female,80.0,2.0,173.0,125.0,56.0,1.82,773.0,Strength,22.3,2.8,4.0,2.0,20.0
24.0,Male,44.3,1.65,189.0,129.0,56.0,1.9,972.0,Yoga,27.8,3.3,2.0,1.0,15.86
24.0,Male,63.6,1.74,199.0,135.0,61.0,1.31,486.0,HIIT,26.1,2.2,2.0,3.0,21.00673801030519
29.0,Female,50.2,1.89,197.0,125.0,51.0,1.46,1286.0,Strength,27.6,3.3,2.0,3.0,14.053357968701883
58.0,Male,43.6,1.67,176.0,142.0,74.0,1.13,1089.0,HIIT,26.7,3.4,4.0,2.0,15.633403850980674
38.0,Male,60.5,1.72,187.0,139.0,50.0,1.34,1096.0,Yoga,20.9,3.7,4.0,2.0,20.45024337479719
34.0,Male,92.4,1.79,181.0,128.0,52.0,0.52,724.0,Cardio,25.3,3.1,5.0,3.0,28.83805124683999
39.0,Female,76.7,1.86,193.0,122.0,65.0,1.29,1770.0,\tYoga,23.1,3.2,3.0,1.0,22.170193085905883
38.0,Male,65.3,1.7,181.0,144.0,56.0,1.47,574.0,HIIT,26.3,2.6,4.0,1.0,22.595155709342563
18.0,Male,71.9,1.88,177.0,159.0,57.0,2.0,1571.0,Yoga,10.0,2.4,3.0,2.0,20.34291534631055
25.0,Female,59.2,1.84,168.0,160.0,51.0,1.53,1476.0,Yoga,25.1,3.7,4.0,2.0,17.485822306238184
27.0,Male,57.4,1.89,193.0,128.0,51.0,0.92,1121.0,Yoga,22.4,3.5,4.0,2.0,16.0
33.0,Male,69.5,1.75,178.0,131.0,74.0,1.51,1651.0,Strength,32.4,1.6,3.0,3.0,22.693877551020407
23.0,Male,47.4,1.96,161.0,142.0,65.0,1.18,441.0,Cardio,18.7,1.6,3.0,1.0,12.338608912952935
33.0,Male,76.5,1.75,198.0,139.0,57.0,1.22,984.0,Strength,12.5,3.4,3.0,1.0,24.97959183673469
18.0,Female,53.5,1.68,198.0,134.0,74.0,1.9,368.0,HIIT,28.1,3.1,5.0,2.0,18.955498866213155
25.0,Female,83.1,1.72,182.0,167.0,67.0,0.89,771.0,Strength,23.8,2.3,4.0,1.0,28.0895078420768
47.0,Female,70.4,1.93,177.0,153.0,74.0,1.28,846.0,Strength,23.5,1.6,3.0,2.0,18.899836237214423
39.0,Female,50.3,1.94,164.0,160.0,66.0,0.58,992.0,Cardio,10.0,2.9,4.0,1.0,13.36486342863216
28.0,Female,65.3,1.68,161.0,145.0,73.0,0.72,408.0,HIIT,32.4,1.7,5.0,2.0,23.136337868480727
20.0,Male,66.2,1.85,196.0,120.0,58.0,0.84,420.0,HIIT,24.9,1.5,4.0,1.0,19.34258582907232
19.0,Female,51.4,1.84,169.0,152.0,58.0,1.14,1175.0,\tCardio,20.9,3.5,5.0,3.0,15.181947069943288
58.0,Female,78.3,1.52,176.0,123.0,74.0,1.49,1063.0,Cardio,30.5,3.4,3.0,2.0,33.89023545706371
31.0,Female,79.4,1.56,171.0,126.0,69.0,1.42,963.0,Cardio,21.3,3.1,3.0,3.0,32.62656147271532
25.0,Male,72.5,1.78,177.0,142.0,67.0,1.99,1047.0,HIIT,27.4,3.0,4.0,3.0,22.88221184193915
21.0,Male,92.1,1.77,175.0,167.0,74.0,1.66,737.0,Cardio,25.3,3.3,4.0,2.0,29.397682658239965
55.0,Female,72.6,1.55,191.0,137.0,50.0,2.0,1084.0,Cardio,24.1,2.5,3.0,2.0,30.21852237252861
40.0,Male,76.7,1.68,177.0,133.0,57.0,0.89,984.0,Cardio,27.3,3.1,2.0,3.0,27.175453514739235
39.0,Male,91.0,1.73,165.0,169.0,72.0,1.49,813.0,Strength,23.3,3.4,2.0,3.0,30.405292525644025
26.0,Female,78.3,1.58,184.0,141.0,68.0,1.5,1436.0,Yoga,15.0,3.7,3.0,1.0,31.36516583880788
26.0,Female,54.2,1.64,190.0,151.0,65.0,0.82,1184.0,Yoga,16.7,3.3,2.0,1.0,19.39
42.0,Male,108.5,1.85,181.0,167.0,74.0,1.39,801.0,Cardio,29.0,3.0,2.0,3.0,31.70197224251278
18.0,Male,83.2,1.62,169.0,156.0,57.0,1.37,871.0,Cardio,10.0,2.5,4.0,2.0,31.70248437738149
19.0,Female,64.8,1.6,189.0,149.0,59.0,0.5,880.0,\tYoga,22.3,1.9,4.0,2.0,25.312499999999996
25.0,Female,45.5,1.58,182.0,136.0,69.0,2.0,1137.0,Yoga,17.4,1.7,2.0,2.0,18.226245793943274
42.0,Female,59.0,1.89,175.0,142.0,63.0,1.25,1092.0,HIIT,27.7,3.5,5.0,1.0,16.516894823773132
43.0,Female,89.2,1.73,163.0,135.0,67.0,1.51,1367.0,Yoga,14.5,3.5,3.0,1.0,29.80386915700491
47.0,Female,108.3,1.67,176.0,169.0,69.0,1.07,1204.0,Yoga,27.6,3.7,2.0,2.0,38.83251461149557
30.0,Male,87.9,1.62,178.0,138.0,65.0,1.68,1205.0,Yoga,20.9,2.6,4.0,2.0,33.493369913123
48.0,Female,45.9,1.94,169.0,141.0,74.0,1.13,1507.0,Cardio,29.1,3.2,5.0,2.0,12.32
18.0,Male,107.0,1.75,177.0,155.0,71.0,2.0,645.0,Strength,27.0,3.2,5.0,2.0,34.93877551020408
39.0,Male,40.7,1.84,197.0,145.0,55.0,1.48,1128.0,Strength,25.3,1.5,4.0,1.0,12.021502835538753
18.0,Male,65.3,1.6,177.0,153.0,74.0,0.96,1030.0,Yoga,23.6,2.4,4.0,1.0,25.507812499999996
50.0,Female,88.5,2.0,181.0,146.0,72.0,1.33,1088.0,Cardio,11.9,2.3,4.0,1.0,22.125
27.0,Female,62.5,1.67,186.0,129.0,65.0,1.2,1783.0,Strength,23.2,1.5,3.0,2.0,22.41026928179569
43.0,Female,79.0,1.73,186.0,158.0,55.0,1.2,1146.0,Cardio,25.2,3.6,4.0,2.0,26.395803401383272
27.0,Female,40.0,1.85,177.0,156.0,65.0,1.58,1014.0,Cardio,24.0,3.7,5.0,3.0,11.68736303871439
19.0,Male,51.8,1.6,176.0,159.0,72.0,1.14,574.0,Cardio,25.3,2.0,4.0,2.0,20.234375
38.0,Female,89.3,1.58,184.0,135.0,58.0,1.58,995.0,HIIT,24.0,2.9,4.0,3.0,35.77151097580515
27.0,nan,80.0,1.86,177.0,153.0,74.0,0.9,886.0,Strength,25.1,1.6,2.0,1.0,23.12406058503873
33.0,Male,40.0,1.75,185.0,125.0,54.0,2.0,870.0,Yoga,18.7,1.8,3.0,1.0,13.06122448979592
50.0,Female,102.6,1.62,198.0,138.0,66.0,1.48,1149.0,HIIT,10.0,2.7,5.0,2.0,39.094650205761305
18.0,Male,69.2,1.62,164.0,167.0,62.0,1.5,1721.0,HIIT,25.0,2.3,5.0,1.0,26.367931717725952
19.0,Male,75.3,1.67,166.0,130.0,58.0,1.22,928.0,HIIT,27.4,3.2,3.0,2.0,26.999892430707447
45.0,Male,45.9,1.51,195.0,142.0,57.0,1.64,303.0,Cardio,29.8,2.7,3.0,1.0,20.13069602210429
59.0,Male,66.9,1.57,178.0,120.0,71.0,1.44,1153.0,Yoga,27.5,3.3,2.0,2.0,27.141060489269343
42.0,Female,50.3,1.69,199.0,159.0,69.0,0.95,1293.0,Yoga,14.8,3.2,3.0,2.0,17.61142817128252
32.0,Male,68.7,1.77,186.0,146.0,63.0,1.85,1118.0,Yoga,28.5,3.5,3.0,2.0,21.92856458871972
37.0,Male,44.2,1.5,194.0,154.0,74.0,1.11,612.0,Cardio,24.0,3.5,2.0,2.0,20.62
18.0,Female,46.0,1.79,177.0,140.0,68.0,2.0,1386.0,Cardio,23.6,3.2,3.0,2.0,14.356605599076184
18.0,Male,74.8,1.76,186.0,134.0,68.0,0.5,1783.0,Cardio,21.8,3.5,4.0,3.0,23.47
54.0,Male,46.3,1.62,161.0,138.0,60.0,1.03,1175.0,HIIT,32.2,2.5,4.0,2.0,17.642127724432246
24.0,Male,87.1,1.9,196.0,122.0,51.0,1.42,1153.0,Yoga,27.6,3.3,3.0,1.0,24.12742382271468
43.0,Female,40.0,1.89,169.0,134.0,54.0,0.57,1267.0,HIIT,21.4,1.5,4.0,2.0,11.197894795778394
18.0,Female,49.3,1.71,162.0,160.0,52.0,1.23,375.0,Yoga,29.4,3.4,5.0,2.0,16.859888512704764
18.0,Female,67.9,1.81,194.0,137.0,73.0,1.19,1405.0,Cardio,33.8,3.2,2.0,1.0,20.72586306889289
33.0,Male,49.7,1.82,179.0,169.0,71.0,1.55,968.0,Cardio,32.2,3.6,4.0,3.0,15.00422654268808
49.0,Male,88.4,1.75,192.0,145.0,74.0,1.27,493.0,Yoga,23.5,2.2,3.0,1.0,28.86530612244898
48.0,Male,45.8,1.73,167.0,135.0,53.0,1.28,1239.0,Strength,24.5,1.6,4.0,2.0,15.30288349092853
19.0,Male,121.13749999999999,1.82,182.0,158.0,70.0,1.44,1155.0,Cardio,20.2,3.6,3.0,1.0,36.57091534838787
35.0,Male,40.3,1.79,183.0,120.0,68.0,1.24,1420.0,Strength,14.5,1.7,5.0,1.0,13.37
34.0,Male,72.1,1.78,167.0,163.0,58.0,0.84,536.0,HIIT,12.1,2.9,3.0,2.0,22.75596515591465
50.0,Female,103.8,1.54,185.0,169.0,56.0,2.0,766.0,HIIT,27.3,3.1,3.0,1.0,43.76792039129702
18.0,Male,41.0,1.97,189.0,149.0,63.0,1.64,596.0,Strength,24.3,1.8,2.0,2.0,10.56455976706434
36.0,Female,85.1,1.73,194.0,156.0,74.0,1.41,1024.0,Cardio,28.9,3.5,4.0,3.0,28.433960372882485
18.0,Male,81.0,1.64,175.0,169.0,74.0,1.99,878.0,Yoga,21.7,1.5,2.0,3.0,30.116002379535995
47.0,Female,74.1,1.87,168.0,123.0,70.0,0.95,1030.0,Yoga,14.8,1.5,3.0,1.0,21.54
32.0,nan,72.1,1.71,173.0,156.0,72.0,1.61,606.0,HIIT,12.0,2.7,2.0,2.0,24.657159467870457
45.0,Female,47.9,1.71,194.0,169.0,70.0,0.78,772.0,HIIT,23.5,2.8,3.0,2.0,16.381108717212136
25.0,Male,113.3,1.75,187.0,155.0,74.0,1.44,564.0,Strength,22.1,1.6,3.0,2.0,36.99591836734694
23.0,Male,56.8,1.83,197.0,152.0,56.0,1.22,1193.0,Cardio,23.2,1.6,4.0,2.0,16.960793096240554
23.0,Female,78.2,1.9,180.0,131.0,55.0,0.85,888.0,Strength,16.2,2.3,3.0,1.0,21.662049861495845
25.0,Male,40.0,1.68,175.0,123.0,66.0,0.74,1783.0,Strength,27.9,3.5,3.0,3.0,14.27
59.0,Male,40.0,1.78,179.0,139.0,59.0,1.16,483.0,HIIT,19.7,3.7,3.0,1.0,12.624668602449184
23.0,Female,69.2,1.73,180.0,165.0,70.0,2.0,765.0,HIIT,23.3,1.8,4.0,2.0,23.121387283236995
48.0,Female,91.3,1.58,175.0,152.0,72.0,1.25,1576.0,Yoga,28.9,3.4,2.0,2.0,36.57266463707739
46.0,Male,68.2,1.88,172.0,167.0,70.0,1.41,723.0,Strength,17.2,2.6,5.0,1.0,19.296061566319604
18.0,Female,45.1,1.86,182.0,169.0,64.0,0.92,1482.0,Strength,25.5,3.7,2.0,3.0,13.036189154815585
20.0,Male,70.5,1.65,179.0,144.0,74.0,0.6,1151.0,Yoga,15.5,3.5,2.0,2.0,25.89531680440772
18.0,Female,54.2,1.68,199.0,137.0,74.0,1.67,972.0,HIIT,14.1,3.4,2.0,2.0,19.20351473922903
18.0,Female,83.6,1.86,170.0,162.0,74.0,0.83,732.0,HIIT,22.7,2.8,2.0,3.0,24.77
37.0,Female,58.0,1.6,168.0,143.0,52.0,1.28,834.0,Strength,21.0,3.6,4.0,2.0,22.2
27.0,Female,45.6,1.73,177.0,146.0,74.0,2.0,1108.0,Yoga,18.0,2.9,4.0,2.0,15.236058672190852
52.0,Female,40.0,1.91,194.0,151.0,59.0,1.96,535.0,HIIT,23.4,1.5,4.0,2.0,10.96461171568762
30.0,Female,40.0,1.62,166.0,164.0,73.0,1.23,1046.0,Yoga,25.2,3.7,5.0,3.0,14.53
23.0,Female,83.5,1.5,194.0,142.0,63.0,2.0,767.0,Yoga,25.8,2.9,4.0,2.0,37.11111111111112
22.0,Female,81.9,1.8,163.0,146.0,74.0,1.15,971.0,HIIT,22.4,2.5,5.0,2.0,25.27777777777778
40.0,Male,45.2,1.74,180.0,136.0,74.0,1.08,1058.0,\tYoga,26.0,3.3,3.0,3.0,14.929316950720043
49.0,Male,60.2,1.62,162.0,155.0,72.0,1.11,1105.0,\nStrength,23.4,3.1,3.0,1.0,22.93857643651882
51.0,nan,47.3,1.74,194.0,148.0,55.0,2.0,1259.0,Strength,28.8,3.1,3.0,1.0,15.622935658607476
28.0,Male,69.3,1.61,187.0,140.0,53.0,1.12,998.0,HIIT,17.6,2.8,3.0,3.0,26.73507966513637
33.0,Female,40.0,1.79,189.0,144.0,67.0,2.0,1285.0,HIIT,27.2,2.6,3.0,2.0,12.4840048687619
48.0,Male,87.3,2.0,190.0,159.0,61.0,1.97,897.0,Yoga,10.7,3.5,5.0,3.0,21.825
49.0,Male,40.0,1.77,175.0,127.0,73.0,1.2,1109.0,Yoga,24.7,2.4,3.0,3.0,12.767723195761114
26.0,Female,55.4,2.0,181.0,124.0,62.0,1.22,1292.0,HIIT,26.8,2.4,3.0,2.0,13.85
18.0,Male,50.9,1.73,170.0,137.0,58.0,1.43,804.0,Strength,23.5,3.7,2.0,2.0,17.61
55.0,Female,59.9,1.53,178.0,157.0,54.0,1.23,1044.0,HIIT,26.9,3.4,4.0,1.0,25.588448887180142
44.0,Male,66.8,1.97,194.0,126.0,65.0,1.66,1382.0,HIIT,18.5,1.6,4.0,2.0,17.212502254631655
50.0,Male,97.0,1.65,191.0,133.0,70.0,1.43,1256.0,Cardio,27.1,1.5,5.0,2.0,35.62901744719927
37.0,Male,75.8,1.63,192.0,131.0,64.0,0.98,921.0,Strength,26.5,1.5,4.0,1.0,28.52948925439422
21.0,Female,51.6,1.5,175.0,149.0,66.0,2.0,863.0,Yoga,25.2,2.0,3.0,1.0,22.933333333333334
27.0,Female,55.4,1.88,187.0,134.0,53.0,2.0,855.0,Strength,16.3,2.6,5.0,1.0,15.674513354459032
23.0,Male,72.9,1.51,190.0,164.0,57.0,1.29,925.0,Strength,22.3,1.5,2.0,1.0,31.972281917459764
30.0,Female,80.2,1.91,192.0,135.0,62.0,1.47,1461.0,Strength,16.5,3.7,2.0,3.0,21.98404648995368
33.0,Male,97.2,1.73,175.0,165.0,72.0,1.15,707.0,Strength,14.3,1.5,3.0,2.0,32.47686190651208
45.0,Male,121.13749999999999,1.67,186.0,133.0,55.0,2.0,466.0,Cardio,16.7,3.4,4.0,1.0,42.47908953185896
36.0,Female,100.2,1.93,199.0,166.0,60.0,0.98,1076.0,HIIT,24.6,2.7,4.0,2.0,26.900051008080755
54.0,Male,56.4,1.55,186.0,135.0,74.0,1.73,1030.0,Yoga,19.7,2.6,3.0,1.0,23.47554630593132
45.0,Male,84.1,1.71,161.0,169.0,56.0,1.38,480.0,Yoga,22.4,3.4,3.0,3.0,28.76098628637872
